Gene	Antibody Count
IFNA5	0
HAUS6	2
CDKN2B	58
IFNA16	1
CDKN2A	68
C9orf72	4
IFNK	4
ZCCHC7	0
FBXO10	0
SIGMAR1	2
CBWD5	1
CEP78	0
NTRK2	42
IDNK	0
SHC3	7
AUH	7
MFSD14B	0
C9orf3	68
PLPPR1	0
OR13C4	0
ZNF462	0
INIP	1
UGCG	1
ACTL7B	9
SNX30	0
STOM	3
GSN	59
MRRF	19
NR6A1	11
CRB2	0
OR5C1	1
ALAD	3
ASTN2	0
WDR31	0
POLE3	2
SURF4	7
GBGT1	2
SURF1	3
SURF2	0
SURF6	0
MED22	3
REXO4	0
RPL7A	1
GTF3C5	1
ASB6	0
PTGES2	10
NTMT1	0
CIZ1	5
SLC25A25	1
SH3GLB2	0
MIGA2	0
PTGES	6
LCN2	118
LRSAM1	32
HMCN2	0
GPR107	0
PAXX	0
IDI2	1
INPP5E	1
LCN9	0
SEC16A	0
DPH7	0
NOTCH1	142
CACNA1B	4
NACC2	1
PROSER2	0
USP6NL	0
COMMD3	1
MSRB2	8
PDSS1	0
FAM171A1	0
MINDY3	0
SLC39A12	0
TMEM236	0
RSU1	8
ST8SIA6	0
PARD3	16
ANKRD30A	0
ZEB1	24
FAM13C	1
NRBF2	15
A1CF	4
CDHR1	1
LRIT1	0
RGR	0
POLR3A	0
HERC4	7
LRMDA	0
CAMK2G	20
ADIRF	0
GLUD1	12
ANKRD1	66
HTR7	1
RPP30	6
FRA10AC1	9
ADD3	1
HABP2	8
VAX1	3
DNAJB12	1
EIF4EBP2	3
NPFFR1	2
PLEKHS1	0
TCF7L2	63
MKI67	41
CYP17A1	11
INA	33
FUOM	0
LRRC27	1
MTG1	1
NKX6-2	9661
PAOX	1
GSTO1	15
TAF5	7
PPRC1	1
ITPRIP	0
CNNM2	0
PDCD11	10
ADAM12	14
RGS10	6
BTBD10	2
ADM	1468
GAS2	9
SLC5A12	0
LIN7C	1
LRRC4C	1
IMMP1L	1
SAA4	3
PGAP2	1
TUT1	0
SCGB1A1	20
SYT8	0
ZNF214	5
ZNF215	15
HSD17B12	6
APIP	11
PAMR1	1
DGKZ	0
EIF3M	1
TNKS1BP1	0
GLYAT	175922
SERPING1	32
OR5F1	1
SSRP1	21
SLC43A1	0
PTPRJ	17
C11orf49	0
ARFGAP2	9
CELF1	22
HIKESHI	0
CCDC81	0
SESN3	5
ENDOD1	0
CCDC82	0
KLHL35	0
TENM4	0
SERPINH1	21
CAPN5	14
INTS4	0
PAK1	36
RPS3	14
ZC3H12C	0
TTC12	1
NCAM1	299
DRD2	12
C11orf52	0
HTR3B	0
NPAT	11
ATM	147
AASDHPPT	1
GLB1L2	1
SLX4IP	0
LAMTOR1	0
P4HA3	0
GRIK4	1
ST14	7
HYOU1	17
GGTLC1	1
ADAM33	2
SLC22A8	1
KAT14	0
TKFC	0
MTA2	9
TMEM138	0
FADS1	10
TMC2	0
ROM1	0
EML3	0
INCENP	5
ZP1	1
OOSP2	0
MS4A3	1
PLCH2	0
CPSF7	1
MS4A2	129
B3GAT3	8
EI24	1
CCDC15	1
CHEK1	73
FEZ1	1
ESAM	5
KIRREL3	2
MPZL2	2
SCN2B	6
SIDT2	0
TMEM25	0
TAGLN	14
JPH2	6
DUSP15	1
COMMD7	7
C20orf144	0
KIAA1755	0
SPATA25	0
OCSTAMP	0
DSN1	2
SOGA1	0
CNBD2	0
SPINT4	0
CDH22	0
LSM14B	0
YTHDF1	1
CABLES2	0
ORAOV1	1
GPHA2	0
SLC22A9	1
TRPT1	0
NUDT22	0
FERMT3	3
PLCB3	6
MRPL49	0
CDC42EP2	7
FAU	1
TM7SF2	0
VPS51	0
TBX6	24
PPP4C	141
ALDOA	21
FAM57B	0
DOC2A	4
HIRIP3	9
TAOK2	20
TMEM219	0
HMGA2	14
MMP3	88
CNKSR2	32
CNTN5	4
KLRF1	2939
CLEC1A	5
MKX	4
MPP7	15
ITGB1	240
FXYD4	1
TRIM48	0
OR8K1	1
OR5M9	0
PCDH15	0
CTF1	31
CWC15	3
FCGR1A	67
ARID5B	8
KLHL1	3
CDH8	1
DCUN1D2	0
TMCO3	0
TMEM218	0
TIRAP	57
EEF1AKMT1	0
LATS2	4
SAP18	6
ADGRL3	0
KIAA1328	0
FAM124A	0
CTAGE5	0
HNMT	10
LYPD1	0
LYPD6B	1
PDCD4	29
ADRA2A	1
GPM6A	3
WDR17	0
SPATA4	1
VEGFC	21
CCDC102B	0
CD226	58
CNDP1	10
FSIP1	8
DLG2	1
CCDC83	0
RGS18	6
PRSS23	1
MTMR12	0
PPP1R1C	2
C11orf53	0
CCT5	11
FAM173B	0
DOCK1	5
DIXDC1	5
DLAT	5
PIH1D2	5
NKAPD1	0
TIMM8B	3
IL18	51
TEX12	0
PTS	16
PIP4K2A	16
C2orf50	0
FREM2	0
FOXO1	99
CRIM1	32
SEC24D	9
ABCB9	2
RILPL2	0
DHX37	0
UBC	142
ITPR1	8
TKTL2	5
PRSS53	0
SLC7A11	3
NOCT	0
ENKUR	11
GPR158	0
LYZL2	1
CACNA2D4	0
DCP1B	0
CACNA1C	7
KCNA6	2
THRB	16
NGLY1	1
OXSM	5
UEVLD	0
TMEM86A	0
C12orf45	0
TMEM263	0
BTBD11	1
UBE3B	0
ANK3	9
IPMK	0
RAD9B	1
PLBD2	0
DLG5	5
MAT1A	2
SLC2A13	0
GXYLT1	1
TWF1	28
DIP2C	1
EIF4E	34
MAGI1	33
TEX30	1
CSNK1G3	0
SRFBP1	0
AKAP6	2
NPAS3	0
FAM177A1	1
MBIP	5
MIPOL1	2
EXT2	9
TMEM18	0
ALLC	2
KCTD14	10
THRSP	11
NDUFC2	1
ME3	1
MSGN1	0
ADAMTS12	1
NUBPL	10
NEK7	1
ATP6V1G3	1
FER	31
VIPAS39	0
ANKRD50	0
UPF2	0
CDC123	25
SCLT1	0
CCDC3	0
C4orf33	0
FRMD4A	0
SLC25A31	0
PTPRO	2
EPS8	3
ACAD8	0
THYN1	0
VPS26B	0
NCAPD3	13
VTI1A	6
QDPR	19
FAM160B1	0
ANO4	0
TEX9	0
QTRT2	0
DRD3	3
MMAA	3
ZNF827	0
POU4F2	0
EDNRA	34
NR3C2	35
AKR1C2	20
DPYSL4	3
VENTX	0
ADAM8	3
ITIH2	0
KIN	7
PIGF	0
ANKAR	0
INPP1	7
MFSD6	0
RNF144A	0
ASAP2	20
ADAM17	17
FLI1	33
KCNJ1	0
TMEM45B	0
WWC2	1
CENPU	0
ACSL1	9
SLC25A4	8
AMN1	0
BICD1	0
SAV1	11
CCDC122	0
SERP2	0
NBAS	0
ZNF385D	0
TDO2	15
GUF1	0
SLC35F4	0
GABRA2	44
SACS	3
CCDC175	0
PABPC3	0
CENPJ	21
FBXO4	3
TMEM267	0
CCL28	5
PARP8	0
GFRA1	17
CACUL1	0
DST	6
BEND6	0
TIAL1	5
BAG3	12
GLT1D1	0
TMEM132D	0
RBM46	4
SCHIP1	8
MCHR2	0
KCNE4	7
AP1S3	0
RABGAP1L	2
CCDC74B	1
TMEM56	0
MZT2B	0
TUBA3E	7
ASTN1	0
CFC1B	0
FAM168B	0
PTPN14	2
MGAT5	2
TMEM163	0
GPATCH11	0
HSPB8	29
GEMIN6	5
TMEM178A	1
POU4F1	9
RNF219	5
CYSLTR2	2
GRID2	7
ARL11	2
RIT2	17
SETBP1	1
ARL14EP	0
EPG5	1
PSTPIP2	1
ATP5F1A	0
HAUS1	2
C18orf25	0
SPC25	5
G6PC2	0
PDK1	29
PTH	142
PDE3B	7
TCF7L1	24
TGOLN2	14
SH2D6	0
KCNK13	0
UHMK1	6
ATG10	6
POC5	1
SPOCK1	1
FAM151B	0
TADA1	0
GUCY1A2	0
CWF19L2	0
JMY	5
HOMER1	10
XRCC4	4
BOLL	45
ZNF547	1
ZNF773	0
ZNF776	0
ZNF256	2
SUV39H2	1
DCLRE1C	2
OLAH	0
RPP38	0
NMT2	15
ZSCAN1	4
ZNF837	0
USP12	2
CCDC50	0
CAMK4	15
TRIM36	10
ZFP36L2	0
PAN3	0
PLEKHH2	1
PFKM	7
TMEM123	7
GRIA4	2
IGSF10	0
SPEF2	0
SPARCL1	3
DSPP	0
DMP1	6
MEPE	2
MBNL1	28
CAPSL	0
NADK2	0
GPD1L	0
GJA1	23
CCNO	0
DDX4	6
CLEC4F	0
SLC30A6	4
PELO	2
RASGRP3	13
SAR1B	2
CATSPER3	0
GPR180	0
TCTEX1D1	0
WDR78	0
ANKRD22	0
FARP1	1
IFIT5	0
SLC16A12	0
PANK1	0
PRDM8	0
BMP3	3
HNRNPDL	1
HHEX	49
UTRN	18
GRM1	14
PTPRK	0
GGPS1	15
CNTNAP4	7
ZNF117	0
RAB3C	1
LMNTD1	0
MARVELD2	3
RAD17	19
MED21	23
PLOD2	13
STK32B	0
NRSN1	1
JAKMIP1	0
ZIC1	31
ADGRA3	0
CPB1	9
SREK1IP1	1
LGI2	0
CWC27	1
MR1	9
SRP19	1
CENPH	9
CDYL	1
CARHSP1	1
TEKT5	0
BANK1	0
TXNDC11	0
DAB2	12
ACMSD	5
ACOXL	0
BCL2L11	31
ANAPC1	0
CAST	17
SCOC	0
CLGN	9
CETN3	14
SMARCA5	10
SYCP2L	0
BMP6	14
RGPD3	0
RASSF3	1
HNRNPU	52
RANBP2	3
AHCTF1	6
MERTK	25
TMEM87B	0
OR14K1	0
PTPRR	1
NR4A2	65
CCDC148	0
PLA2R1	3
RBMS1	16
SCN3A	6
FEZF2	1
CD96	19
SLC25A27	0
ADGRF1	0
ADGRF4	0
FRMD1	0
FAM49B	1
ASAP1	14
TRAPPC8	0
FAM81B	0
INO80C	0
LPCAT1	1
PLEKHG4B	0
NMRAL1	1
UBALD1	0
C16orf89	1
TMEM251	0
ING1	41
TEX29	0
SPACA7	0
ADPRHL1	1
CMTM7	4
FBXL2	1
UBP1	12
RMND5A	4
CD8A	145
RPIA	2
GOLGA8F	0
PTPRD	0
LURAP1L	0
CNKSR3	11
GTF2E1	10
CFDP1	7
TGIF2LX	0
ZDHHC7	1
FAM92B	0
C7orf31	0
TMPRSS11D	17
JAZF1	0
CMIP	1
SPHKAP	1
KCNJ16	0
PID1	0
TRIP12	0
FBXO36	6
CEBPG	12
KCTD15	1
ZNF599	0
MCOLN2	0
LGI4	3
DDAH1	4
SREK1	1
CHD1	1
ANKFN1	0
DGKE	8
HS2ST1	0
MSI2	37
CACNA2D1	2
ZUFSP	0
HS3ST3A1	0
GDPD1	1
NUS1	3
SEMA3D	1
PPP2R5E	1
ASB17	0
GRAP	0
SLC5A10	1
AK5	14
CABYR	0
IMPACT	0
ANKRD29	1
SDHAF4	0
CHST9	0
THY1	65
DNAAF1	0
C16orf74	0
TBCEL	73
JPH3	1
ANKH	1
OTULIN	0
UBASH3B	1
ROBO4	2
ROBO3	2
PANX3	0
TBRG1	0
NRGN	2
RETREG1	0
CDH12	5
GPR15	3
TOMM70	0
ABI3BP	1
ANGPT1	15
PITPNC1	0
CC2D1B	0
CERS3	1
PRKCA	62
LRRK1	3
CEP112	0
GAL3ST2	0
ABCA9	0
ABCA6	4
ABCA10	5
ABCA5	0
ENPP3	8
C4orf19	0
UCHL1	135
MIA3	0
DISP1	1
TNIK	18
FAM167A	0
NEIL2	10
PGM5	2
WNT3A	11
OBSCN	0
LONRF1	3
TRIM11	0
ENAH	5
PPP1R3A	0
CCSAP	0
ASZ1	1
SH3RF1	0
GBP5	6
BUB3	6
GPR26	1
CCDC173	0
MMP21	13
C10orf90	0
FAM69A	0
ATP5MC3	0
CNTNAP3B	0
MAGED4	0
SRSF12	0
PDLIM3	0
SORBS2	0
ELOC	3
LY96	5
PSMA8	11
TMSB4Y	1
CXADR	25
BTG3	275
C21orf91	0
CHODL	3
TMPRSS15	0
NCAM2	2
L3MBTL4	7
PDE1C	3
RABGEF1	41
MRPL39	0
JAM2	54
ATP5PF	0
GABPA	36
ADAMTS1	19
ADAMTS5	1
TSEN2	1
SLFN13	0
WNT7A	0
XPC	20
CCDC174	0
FGD5	0
FLCN	1
DPH3	0
OXNAD1	2
PLCL2	9
CXXC1	6
SKA1	0
PPP4R1	1
APCDD1	0
PIEZO2	0
MPPE1	0
USP43	7
RAB6B	1
EME1	10
EPHB1	9
ACSS1	0
ANKRD40	0
ZNF18	7
CA10	8
VOPP1	0
SEPT14	0
APOOL	0
DKK2	4
CYP2U1	0
RSPH10B	0
FBXL18	10
CNTNAP5	0
PROM2	8
AK9	0
ODF1	0
KLF10	15
PTPRN2	14
AZIN1	16
ATP6V1C1	2
PIP4P2	0
OTUD6B	0
CDK19	4
GTF3C6	0
TTC39B	0
AGPAT5	8
MMS19	1
OR4K1	0
PI4K2A	0
MARVELD1	1
ZFYVE27	0
GOLGA7B	0
GPR78	1
TRMT44	0
SLC25A28	0
HSPA13	5
SAMSN1	6
USP25	10
GRAMD2B	0
ZCCHC10	0
C16orf87	0
MOV10	3
RHOC	53
PPM1J	0
DBI	53
SLC16A1	1
HEATR3	0
TRIM74	0
NIFK	7
OXA1L	68
SLC7A7	1
MAGEC1	2
LARP1	0
CNOT8	3
GRIA1	24
LRGUK	0
SETD9	0
MIER3	0
NUP205	0
ZKSCAN2	0
C9orf85	0
XAGE2	1
PIK3AP1	22
RBM45	0
TTN	45
VSIG4	1
PDIA4	23
KDM8	1
PDZD9	1
OTOA	0
KCTD18	0
FAM126B	0
ALS2CR12	0
C2CD6	0
TMEM237	0
FZD7	4
SPAG17	1
DEPTOR	1
FMN2	6
RNF20	13
CYLC2	0
PPARGC1B	4
ELMO1	4
SLC26A2	4
LSM11	0
MED7	17
SAXO1	0
RRAGA	2
SLC24A2	0
TRIM42	0
PXYLP1	0
ADCY8	1
RASA2	13
RMND1	0
RAET1L	0
SLA	18
TMBIM4	0
VBP1	25
RAB39B	8
CLIC2	2
AFF2	0
MICU3	0
GRIP1	17
VPS37A	1
KIF5A	1
NAT2	7
MAGEA8	6
PSD3	1
CARNMT1	0
MCU	2
ELMSAN1	0
CFAP70	0
GNA14	3
FAM161B	0
GNAQ	2
WIF1	11
UGT2B4	3
GPR61	0
MMP16	3
ADK	76
KCNMA1	1
BATF	18
DCK	23
ADAMTS3	2
ALX3	7
DPY19L4	0
NDUFAF6	1
DRAM2	0
C8orf37	0
PPEF2	0
CFAP161	0
ADAMTSL3	0
ART3	10
SLC28A1	0
WHAMM	0
CXCL13	3
N6AMT1	6
RWDD2B	0
USP16	2
CCT8	3
MAP3K7CL	0
NAA11	0
BACH1	38
CLDN17	1
CLDN8	2
TSPAN7	10
TIAM1	0
SCAF4	1
RPGR	0
CDK20	13
PCGF6	1
ANKRD9	0
SFR1	0
SORCS3	7
SFXN2	0
ATP5MPL	0
FUT6	0
TDRD9	0
FGF18	3
PCDH1	26
SH3RF2	7
GDF6	0
UQCRB	1
MTERF3	0
PTDSS1	1
PPP2R2B	10
RPL30	5
KCNS2	0
FAM122C	0
SUPV3L1	0
FAM122B	0
EEF1A1	4
FBXO43	0
HKDC1	5
HK1	23
TYSND1	0
PHF6	4
CD109	47
LRFN2	0
NODAL	27
PRG3	1
UBE2L6	12
ZDHHC5	0
MED19	0
ZFAND3	7
NPTN	6
KAT6B	0
SAMD8	0
RAB11FIP1	0
UNC5D	7
GLYATL2	0
UTP14A	0
AIFM1	12
MAPK13	60
BAG4	4
MS4A1	129
TBC1D31	0
WDYHV1	0
ATAD2	3
FBXO32	5
NSMCE2	6
ZNF689	0
PRR14	0
FBRS	0
FRRS1	0
PHKG2	25
MFSD14A	0
SASS6	1
COX6A2	0
ITGAD	0
ADGRG4	0
ZIC3	18
MALSU1	1
VPS8	7
GALK2	1
LHFPL4	1
B3GNT7	0
MPV17L	0
BUB1B	56
PDE6D	12
EIF4A2	2
BRPF1	7
RPUSD3	2
SST	9
TATDN2	0
GHRL	70
SEC13	1
EXOG	3
NTAN1	5
SHCBP1L	0
NMNAT2	9
ZFYVE9	11
ATP2B2	2
LYZL4	0
SLC6A1	1
SMG1	21
FCHO2	0
RBPMS	13
TMEM171	0
KLHL40	0
C8A	5
TIMP4	15
SYN2	6
NRG1	23
ODR4	0
CPT2	11
NECAP2	1
LRP8	11
CDCP2	0
PAXIP1	5
STEAP2	0
SSBP3	7
HTR5A	10
CLDN12	2
MMP14	34
FZD1	3
GATAD1	14
SUSD3	0
TMED6	1
CLEC18A	0
DHRS4	20
C1orf158	0
CLEC18C	1
ARMC12	1
DDX19B	0
ST3GAL2	9
FUK	2
IL34	10
DHRS1	1
CACNA1D	0
ARSE	0
KIT	217
HYDIN	0
AASDH	0
ZNF19	4
CACNA2D3	0
RNF111	6
CCNB2	8
FAM81A	0
MYO1E	2
APPL1	4
MUM1L1	1
AFAP1L1	0
TSC22D3	19
VPS26C	0
DYRK1A	18
KCNJ6	875
KCNJ15	10
ERG	104
ETS2	7
TSPAN18	0
LCA5L	0
SLC35B2	0
TMEM164	0
MX1	4
CREB3L1	0
C2CD2	0
TAB3	2
SLC38A10	0
C9orf43	0
PALM2-AKAP2	0
ZNF618	0
DGKI	1
TMEM268	0
SVOPL	0
SNX22	0
UBN2	0
BRAF	92
SLC34A2	0
ACAN	38
PSMG3	2
CABP1	1
WDR19	1
SLC37A3	0
AP3S2	0
FMNL2	9
GAREM2	0
SPPL3	2
DPYSL5	24
DRC1	0
RAB28	1
FAM213B	0
TNFRSF14	56
PANK4	3
CIB4	1
MEGF11	0
C12orf43	0
PEX10	8
RER1	0
RADIL	0
SKI	11
WIPI2	0
LDLRAP1	31
AGAP1	3
KRTCAP3	0
ANKRD61	0
PAFAH2	1
EXTL1	0
SLC30A2	0
BABAM2	0
TRIM63	8
WDR66	1
MRPL17	1
DUSP2	4
GRHL3	9
UBXN11	0
NLRP14	0
PTPDC1	0
GALNT14	1
NCK1	41
HPD	9
RHPN1	1
TPRG1L	0
LRRC43	0
AAED1	0
XDH	6
XKR8	0
CNNM4	0
EYA3	0
DZIP1L	1
TMSB15A	0
FANCC	13
MRAS	3
WASF2	12
ABHD3	0
ESYT3	0
FAIM	0
FAM46B	0
CLSTN2	1
COLEC12	5
RNF207	0
CUL4B	6
GPR153	0
SLC13A3	5
GPRASP2	3
RHBDL2	1
AUTS2	2
SHROOM4	0
HIST1H2BD	0
CDC25C	92
HIST1H4H	6
MITD1	0
EIF5B	5
RIBC1	1
TMSB15B	0
CATIP	0
CNOT11	0
KCNB1	0
TSPAN33	0
NRG2	7
AHCYL2	1
B4GALT5	10
CD1D	33
CD1A	167
SPATA2	15
CD1C	63
FAM86C1	0
CD1B	39
DNAH3	0
CD1E	0
HMHB1	0
CPA2	23
NCF1	5
CPA5	0
TSR2	0
PPP1R9A	11
ZC3H18	1
ZFAND2B	11
POM121L2	0
GDPD5	0
DYNC1I1	3
PFKFB1	1
ALAS2	17
TMED4	0
PPP1R15B	0
COPG2	0
EMSY	9
PAGE5	0
GPAT4	2
PKD1L1	0
ZSCAN12	7
TAGLN2	2
ELK4	1
SLAMF8	4
SLC45A3	3
DUSP23	1
RNF166	1
NBL1	14
HTR6	0
ITLN2	0
F11R	80
USF1	16
PLA2G2F	1
SPATA2L	11
NIT1	6
DEDD	7
ZNF276	0
NPM2	2
EDA	10371
FGF17	5
VWA5B1	0
CDA	10
PINK1	14
B4GALT3	0
DMTN	0
ADAMTS4	12
FAM160B2	0
NDUFS2	2
SLC5A11	0
FCER1G	0
APOA2	16
TOMM40L	1
MPZ	482
WFDC8	0
CCAR2	2
WNT9B	1
CACHD1	0
CDC42SE2	5
RAPGEF6	8
EPB41	41
MIS18A	0
ALG8	7
FBXW5	0
C21orf59	8
SYNJ1	8
PAXBP1	1
IFNAR2	5
MRPL10	0
IFNGR2	12
GART	16
SON	3
DONSON	5
SV2A	3
LAD1	2
STC1	7
TNNI1	4
CSRP1	190
PRAC1	0
HOXB13	4
C1QC	4
KCNE2	0
ATP5MC1	0
RCAN1	16
UBE2Z	1
CIART	0
SNF8	10
CLIC6	0
CCDC24	0
RUNX1	53
IGF2BP1	4
GIP	31
CBR1	16
CBR3	5
GJD2	1
ACTC1	7
MORC3	2
CHAF1B	15
CLDN14	1
SIM2	141
HLCS	1
GOLGA6A	0
SCUBE1	0
ARHGAP27	1
ADPGK	11
PTMS	3
PLA2G4D	1
PADI4	17
ADIPOR1	4
CYB5R1	6
PSMD4	136
ATP13A2	6
M1AP	0
PSMB4	19
IRX6	8
BTG2	21
CES5A	0
HK2	18
C1R	3
CELF3	0
ALDH4A1	9
STARD9	0
THEM4	1
TCHH	6
LCE2B	0
UBR1	9
AMFR	6
MED8	7
TGM7	0
RGL4	0
SPRR2G	1
PGLYRP3	5
ISL2	7
RSPRY1	1
CCDC17	0
GPBP1L1	0
NAE1	16
TMEM69	0
ADGRG5	0
DRC7	0
ACE	147
TEPP	0
UROC1	0
EFCAB14	0
SPON2	8
CHCHD6	1
CTBP1	16
LRRC36	0
TPPP3	1
ZDHHC1	0
ATP6V0D1	10
AGRP	5
ZFYVE28	0
CARMIL2	0
C16orf86	0
PIP	36
FAM131B	1
RGS12	1
PSKH1	0
ZYX	22
ABR	3
LYPD5	0
CCDC117	0
ZNF230	9
CCDC107	0
ZNF222	0
NPR2	19
ZNF221	0
ZNF233	1
ZNF235	0
GNE	2
TNFRSF13C	16
OR3A3	1
ARHGAP35	2
PTGIR	11
CALM3	55
DFFA	32
CCDC28B	0
IQCC	0
TMEM234	0
BSDC1	0
ZBTB8A	0
ATAD3B	0
SSU72	0
UBE2J2	0
ZNF362	0
FNDC5	1
CPAMD8	0
NR2F6	7
ANKLE1	0
CCDC58	0
VMA21	0
KALRN	0
CILP2	0
ABCG1	18
TFF3	92
TFF2	19
TFF1	76
TMPRSS3	16
UBASH3A	3
RSPH1	5
SLC37A1	0
PDE9A	2
WDR4	12
NDUFV3	0
PKNOX1	20
CBS	22
U2AF1	3
CRYAA	18
HSF2BP	2
RRP1B	0
PDXK	4
G6PD	16
CSTB	37
RRP1	1
AGPAT3	1
TRAPPC10	11
GAB3	1
C21orf33	10
ICOSLG	53
AIRE	1
C21orf2	5
ZNF66	0
LRRC3	0
ITGB2	245
FAM207A	0
RALGDS	6
FTCD	28
SPATC1L	0
LSS	2
VAV2	11
MCM3AP	3
C21orf58	0
PCNT	2
DIP2A	1
S100B	42
PRMT2	15
CLDND2	0
ZNF208	0
ADAMTS13	23
CACFD1	1
SLC2A6	2
ZNF761	0
FCN2	28
C9orf116	0
LCN1	19
ZNF714	0
GPSM1	2
C19orf47	0
HIPK4	4
CFAP157	0
TOR2A	0
ST6GALNAC6	1
SHKBP1	1
RDH13	0
ZER1	0
ZDHHC12	1
PKN3	7
SPTBN4	0
BRSK1	0
COX6B2	2
TMEM190	0
NLRP4	0
PLPP7	0
TAOK1	11
MED27	10
DEDD2	0
SIK3	0
MPZL3	0
JAML	4
NEK8	0
TLCD1	0
PCSK7	6
SAFB	19
CD3G	12
S100A1	47
CHTOP	0
CXCR5	8
ZBTB7B	0
FLAD1	0
SHC1	57
VPS11	10
NLRX1	1
ADAR	6
IL6R	57
UBE2Q1	0
CHRNB2	1
CRTC2	4
ANO10	2
FDPS	2
RUSC1	1
FAM189B	1
PAQR6	0
PMF1	1
SLC25A44	0
LMNA	42
CCR5	81
NBEAL2	0
CCDC12	0
PTH1R	19
UBQLN4	0
MYL3	18
PPP1R35	0
GPATCH4	0
LRRC71	0
FCRL3	0
AZGP1	6
FGFR4	13
CYP3A4	9
CYP3A7	7
NACC1	4
CYP11B1	0
HK3	9
LY6K	2
IER2	2
ZNF394	14
CPSF4	6
LY6E	1
VPS28	6
TONSL	2
PTGER1	0
MUM1	26
RECQL4	3
LRRC14	0
ZNF333	0
COL26A1	0
PPP1R16A	2
FOXH1	0
ORAI2	3
ALKBH4	0
CCDC105	0
SH2B2	13
MRNIP	0
SQSTM1	68
MGAT4B	4
RPL8	1
MAML1	0
PGLYRP2	6
LRWD1	0
FBXL13	5
NAPEPLD	8
SCGB3A1	1
PSMC2	9
CELF5	1
MFSD12	0
USP41	0
YDJC	0
CCDC116	0
DVL3	11
AP2M1	14
ABCF3	0
PCYT1A	64
FBXO27	2
DMKN	0
U2AF1L4	0
BDH1	8
NPHS1	18
THAP8	0
COX7A1	1
ZNF382	3
LRRC56	0
PLXDC1	17
PGAP3	3
IKZF3	21
GRIN2C	0
FDXR	78
SAP30BP	6
ACOX1	1
PRPSAP1	3
CYGB	13
SRSF2	1
ZNF577	0
TMEM143	0
KLHL10	0
CCDC155	0
HCRT	32
ALDH16A1	1
DCD	5
ITGA5	70
SIGLEC11	1
ZNF385A	0
MPP3	13
CD300LG	0
IZUMO2	0
NAGS	0
LSM12	3
ASB16	0
EMC10	0
JOSD2	0
SHANK1	2
FAM171A2	0
DBF4B	2
PLCD3	0
FMNL3	0
AQP5	1
RACGAP1	13
OR7G1	0
LARP4	0
GRASP	0
RAVER1	0
KRT84	3
KRT82	0
SYCE2	0
SPC24	1
IP6K3	0
LEMD2	0
ALOX15	14
TREML1	1
ZNF653	1
MED11	0
CXCL16	9
SCIMP	2
RNASEK-C17orf49	0
BCL6B	0
ASGR2	10
TNFSF13	35
SENP3	2
FGF11	1
EIF4A1	4
RPL26	0
CCDC42	0
POLR3K	8
SNRNP25	0
PRR35	0
WDR90	1
JMJD8	0
CCDC78	0
MSLNL	0
SSTR5	5
SPSB3	1
MEIOB	0
HS3ST6	0
TEDC2	0
CCNF	5
TBC1D24	0
AMDHD2	0
NTN3	0
BICDL2	0
PAQR4	1
FLYWCH2	3
ZG16B	1
ZNF75A	0
ADCY9	1
SHANK2	0
CLPB	0
NEU3	2
CYB561A3	1
PPP1R32	0
ASRGL1	9
GNG3	5
UBXN1	1
LBHD1	0
TTC9C	0
TAF6L	5
NXF1	13
STX5	8
SLC25A45	0
RPL29	0
ITIH3	0
SYVN1	2
ZFPL1	0
RPS6KA4	5
LRP5	25
TPCN2	0
FGF19	10
CYP4A22	0
PDZK1IP1	1
TAL1	13
CMPK1	14
BEND5	0
ELAVL4	16
COA7	0
ZYG11B	0
SLC1A7	0
C1orf123	0
MAGOH	25
ACOT11	22
FAM151A	0
PARS2	1
LEXM	0
BSND	2
USP24	0
PLPP3	0
NOL9	0
PRKAA2	42
KLHL21	1
ZSWIM5	0
GMEB1	9
SLC45A1	0
SELENON	0
AK4	14
JAK1	18
RAVER2	1
CTRC	9
LZIC	11
RBP7	0
KNCN	0
FBLIM1	113
TMEM82	0
SLC25A34	0
AKR7A3	4
DRAXIN	0
PDPN	54
LRRC38	0
DHRS3	0
MATN1	95
LAPTM5	0
SDC3	4
PEF1	0
SYNC	1
RBBP4	63
KIAA1522	0
TSSK3	25
TMCO4	0
UBXN10	3
CAMK2N1	0
ALPL	25
WNT4	4
TTLL10	0
SCNN1D	4
MXRA8	0
FAAP20	0
MEGF6	0
CCDC27	0
IL23R	14
DIRAS3	9
C1orf87	0
NFIA	11
OMA1	18
MYSM1	0
TM2D1	0
USP1	1
FUBP1	20
NEXN	0
DNAJB4	8
ADGRL4	1
LRRIQ3	1
LRRC53	0
TYW3	0
LHX8	7
SNX7	0
B3GALT2	6
NTNG1	1
FAM102B	0
HENMT1	0
AKNAD1	0
C1orf52	0
WDR63	1
GBP2	13
ATXN7L2	0
GBP4	0
ZNF326	0
HFM1	0
BRINP3	0
GFI1	16
KCNT2	0
AGL	1
VCAM1	220
EXTL2	1
SLC30A7	0
ZNF281	12
ARPC5	12
CADM3	1
NLRP3	21
ZNF496	13
TRIM58	1
SLAMF9	0
OR2M5	0
KCNJ9	0
IGSF8	8
DDR2	15
PEA15	1
PEX19	3
NCSTN	14
VANGL2	2
SLAMF6	10
OLFML2B	0
FCRLB	1
FCGR3B	18
SLC9C2	0
KLHDC9	0
C1orf74	0
LMX1A	0
LRRC52	0
